image_name,label
1002.png,0
10031.png,0
10037.png,0
1005.png,0
1006.png,0
10065.png,0
10078.png,0
1008.png,0
1011.png,0
10114.png,0
10138.png,0
1014.png,0
10154.png,0
1016.png,0
10164.png,0
1017.png,0
1018.png,0
10185.png,0
10186.png,0
10213.png,0
10214.png,0
1022.png,0
1024.png,0
10248.png,0
1025.png,0
1028.png,0
1030.png,0
1032.png,0
1033.png,0
1034.png,0
10340.png,0
10341.png,0
1037.png,0
1039.png,0
1041.png,0
10424.png,0
10444.png,0
1045.png,0
1046.png,0
1048.png,0
1049.png,0
1050.png,0
1051.png,0
10518.png,0
1052.png,0
10537.png,0
1054.png,0
1055.png,0
10558.png,0
1056.png,0
10575.png,0
1058.png,0
1059.png,0
10598.png,0
10599.png,0
1060.png,0
10613.png,0
10621.png,0
10622.png,0
10633.png,0
10671.png,0
10734.png,0
1075.png,0
1077.png,0
10784.png,0
1081.png,0
1082.png,0
1083.png,0
1084.png,0
1085.png,0
1087.png,0
1088.png,0
1089.png,0
10918.png,0
1092.png,0
1093.png,0
1096.png,0
10962.png,0
1097.png,0
1098.png,0
1099.png,0
1100.png,0
1101.png,0
11013.png,0
11014.png,0
1102.png,0
1103.png,0
1104.png,0
11054.png,0
1106.png,0
1108.png,0
11089.png,0
1109.png,0
1111.png,0
11120.png,0
1113.png,0
1114.png,0
1115.png,0
1116.png,0
1119.png,0
11197.png,0
1121.png,0
11225.png,0
11252.png,0
11256.png,0
11268.png,0
11270.png,0
11271.png,0
11277.png,0
11290.png,0
11296.png,0
11298.png,0
11299.png,0
11305.png,0
11306.png,0
11309.png,0
11310.png,0
11313.png,0
11314.png,0
11315.png,0
11316.png,0
11318.png,0
11321.png,0
11324.png,0
11328.png,0
11340.png,0
11352.png,0
11353.png,0
11356.png,0
11361.png,0
11366.png,0
11380.png,0
11385.png,0
11387.png,0
11403.png,0
11404.png,0
11405.png,0
11406.png,0
11416.png,0
1142.png,0
1143.png,0
11433.png,0
11434.png,0
11436.png,0
11437.png,0
1144.png,0
11446.png,0
1145.png,0
11457.png,0
11459.png,0
1146.png,0
11469.png,0
1147.png,0
1148.png,0
11499.png,0
1150.png,0
1151.png,0
11514.png,0
1152.png,0
11529.png,0
1153.png,0
11535.png,0
11537.png,0
11538.png,0
11539.png,0
1154.png,0
11547.png,0
11548.png,0
1155.png,0
11552.png,0
11553.png,0
11554.png,0
11555.png,0
1156.png,0
1157.png,0
11570.png,0
11572.png,0
11574.png,0
11575.png,0
11576.png,0
1158.png,0
11591.png,0
11592.png,0
11593.png,0
11595.png,0
11599.png,0
1160.png,0
11600.png,0
11601.png,0
11602.png,0
11603.png,0
11604.png,0
11605.png,0
11607.png,0
11609.png,0
1161.png,0
11610.png,0
11627.png,0
11628.png,0
11629.png,0
1163.png,0
11630.png,0
11631.png,0
11632.png,0
11633.png,0
11634.png,0
11636.png,0
11637.png,0
11639.png,0
1164.png,0
11640.png,0
11641.png,0
11642.png,0
11644.png,0
11645.png,0
11646.png,0
11647.png,0
11648.png,0
11649.png,0
1165.png,0
11650.png,0
11651.png,0
11652.png,0
11653.png,0
1166.png,0
11668.png,0
11669.png,0
11671.png,0
11672.png,0
11673.png,0
11674.png,0
11677.png,0
11678.png,0
1168.png,0
11680.png,0
11681.png,0
11683.png,0
11685.png,0
11688.png,0
1169.png,0
11691.png,0
11692.png,0
11693.png,0
1170.png,0
1171.png,0
11710.png,0
11711.png,0
11713.png,0
11714.png,0
11715.png,0
11716.png,0
11717.png,0
11719.png,0
1172.png,0
11721.png,0
11722.png,0
11723.png,0
11724.png,0
11725.png,0
11726.png,0
11728.png,0
11729.png,0
11731.png,0
11732.png,0
11735.png,0
11736.png,0
11739.png,0
1174.png,0
11740.png,0
11741.png,0
1175.png,0
11754.png,0
11756.png,0
11758.png,0
11759.png,0
1176.png,0
11760.png,0
11762.png,0
11763.png,0
11764.png,0
11765.png,0
11766.png,0
11767.png,0
1177.png,0
11770.png,0
11771.png,0
11772.png,0
11773.png,0
1178.png,0
11789.png,0
1179.png,0
11791.png,0
11792.png,0
11793.png,0
11794.png,0
11795.png,0
11796.png,0
11797.png,0
11798.png,0
11801.png,0
11803.png,0
11804.png,0
11805.png,0
11809.png,0
1181.png,0
11812.png,0
11813.png,0
11815.png,0
11818.png,0
1182.png,0
1183.png,0
11835.png,0
11836.png,0
11837.png,0
11838.png,0
1184.png,0
11840.png,0
11843.png,0
11844.png,0
11846.png,0
11847.png,0
11848.png,0
11849.png,0
1185.png,0
11850.png,0
11851.png,0
11852.png,0
11855.png,0
11856.png,0
11857.png,0
11858.png,0
1186.png,0
11860.png,0
11861.png,0
11862.png,0
11863.png,0
11864.png,0
11866.png,0
11867.png,0
1187.png,0
11877.png,0
11878.png,0
11879.png,0
1188.png,0
11880.png,0
11881.png,0
11882.png,0
11883.png,0
11884.png,0
11887.png,0
11889.png,0
1189.png,0
11890.png,0
11891.png,0
11894.png,0
11895.png,0
11896.png,0
11897.png,0
11899.png,0
11900.png,0
11901.png,0
11902.png,0
11903.png,0
11911.png,0
11912.png,0
11914.png,0
11915.png,0
11916.png,0
11919.png,0
11921.png,0
11922.png,0
11924.png,0
11928.png,0
11929.png,0
11930.png,0
11933.png,0
11934.png,0
11936.png,0
11937.png,0
11938.png,0
11939.png,0
1194.png,0
11941.png,0
11945.png,0
11946.png,0
11948.png,0
11949.png,0
11950.png,0
11951.png,0
11952.png,0
11953.png,0
11954.png,0
11955.png,0
11956.png,0
11957.png,0
11958.png,0
11959.png,0
1196.png,0
11960.png,0
11961.png,0
1197.png,0
11970.png,0
11971.png,0
11972.png,0
11974.png,0
11975.png,0
11976.png,0
11977.png,0
11987.png,0
1199.png,0
12002.png,0
12003.png,0
12004.png,0
12008.png,0
12009.png,0
12017.png,0
12021.png,0
12022.png,0
12023.png,0
12026.png,0
12027.png,0
12028.png,0
12029.png,0
12034.png,0
12035.png,0
12036.png,0
1204.png,0
12052.png,0
12056.png,0
12058.png,0
12060.png,0
12069.png,0
12071.png,0
12072.png,0
12074.png,0
12075.png,0
12077.png,0
12079.png,0
12082.png,0
12085.png,0
12104.png,0
12114.png,0
12115.png,0
1212.png,0
12126.png,0
1213.png,0
12143.png,0
12144.png,0
12145.png,0
1215.png,0
1216.png,0
12165.png,0
12166.png,0
12173.png,0
12174.png,0
12175.png,0
1218.png,0
12185.png,0
12193.png,0
12197.png,0
12198.png,0
122.png,0
1220.png,0
12207.png,0
12208.png,0
12209.png,0
1221.png,0
12210.png,0
12211.png,0
12212.png,0
12213.png,0
12214.png,0
12224.png,0
12225.png,0
12226.png,0
1223.png,0
1224.png,0
12241.png,0
12242.png,0
12243.png,0
12244.png,0
12245.png,0
1225.png,0
12253.png,0
12256.png,0
1226.png,0
12260.png,0
12272.png,0
12273.png,0
12275.png,0
1228.png,0
12286.png,0
12287.png,0
1229.png,0
12296.png,0
123.png,0
1230.png,0
12304.png,0
12305.png,0
12309.png,0
12311.png,0
12318.png,0
1232.png,0
12325.png,0
12327.png,0
12328.png,0
12329.png,0
1233.png,0
12336.png,0
12337.png,0
12338.png,0
12339.png,0
1234.png,0
12347.png,0
12348.png,0
1235.png,0
1236.png,0
12360.png,0
12363.png,0
12369.png,0
12370.png,0
12373.png,0
1238.png,0
12384.png,0
12385.png,0
1239.png,0
124.png,0
12400.png,0
12401.png,0
12419.png,0
12421.png,0
12456.png,0
12460.png,0
12484.png,0
12485.png,0
1249.png,0
12495.png,0
125.png,0
1250.png,0
12501.png,0
12502.png,0
12503.png,0
12508.png,0
12509.png,0
1251.png,0
12511.png,0
1252.png,0
12529.png,0
1253.png,0
12532.png,0
12533.png,0
12534.png,0
12536.png,0
12537.png,0
12538.png,0
12539.png,0
12540.png,0
1255.png,0
12551.png,0
12554.png,0
12555.png,0
12556.png,0
12560.png,0
12561.png,0
12562.png,0
12565.png,0
1257.png,0
1258.png,0
1259.png,0
126.png,0
1260.png,0
1261.png,0
12625.png,0
1263.png,0
12631.png,0
12635.png,0
12636.png,0
1264.png,0
12641.png,0
12642.png,0
12643.png,0
12644.png,0
12645.png,0
12646.png,0
12652.png,0
12660.png,0
12661.png,0
12662.png,0
12663.png,0
12664.png,0
1267.png,0
12671.png,0
12673.png,0
12674.png,0
12676.png,0
12677.png,0
1268.png,0
12684.png,0
12685.png,0
1269.png,0
12692.png,0
12696.png,0
12704.png,0
12707.png,0
1271.png,0
12716.png,0
12723.png,0
12724.png,0
1273.png,0
12731.png,0
12732.png,0
12733.png,0
12734.png,0
12736.png,0
12737.png,0
12738.png,0
1274.png,0
12748.png,0
12749.png,0
1275.png,0
12750.png,0
12751.png,0
12753.png,0
12754.png,0
12755.png,0
12757.png,0
1276.png,0
12767.png,0
12768.png,0
12769.png,0
12770.png,0
12771.png,0
12772.png,0
12773.png,0
12780.png,0
12781.png,0
12782.png,0
12784.png,0
12785.png,0
12788.png,0
1279.png,0
12798.png,0
12799.png,0
128.png,0
1280.png,0
12800.png,0
12801.png,0
12803.png,0
12804.png,0
12805.png,0
12807.png,0
12808.png,0
1281.png,0
12812.png,0
12814.png,0
12817.png,0
12818.png,0
12819.png,0
12821.png,0
12822.png,0
12823.png,0
12824.png,0
12825.png,0
1283.png,0
12830.png,0
12832.png,0
12833.png,0
12844.png,0
12845.png,0
12851.png,0
12856.png,0
12857.png,0
12860.png,0
12867.png,0
12868.png,0
12873.png,0
12875.png,0
12885.png,0
12886.png,0
12887.png,0
12888.png,0
12890.png,0
129.png,0
12901.png,0
12903.png,0
12904.png,0
12905.png,0
12915.png,0
12916.png,0
12921.png,0
12931.png,0
12934.png,0
12935.png,0
12936.png,0
12947.png,0
12969.png,0
1297.png,0
12970.png,0
12973.png,0
1298.png,0
12982.png,0
12983.png,0
12986.png,0
12989.png,0
12990.png,0
12992.png,0
12996.png,0
12998.png,0
13.png,0
130.png,0
13000.png,0
13004.png,0
13005.png,0
13008.png,0
13009.png,0
13010.png,0
13011.png,0
13014.png,0
13015.png,0
13016.png,0
13018.png,0
13022.png,0
13024.png,0
13025.png,0
13028.png,0
13029.png,0
13030.png,0
13031.png,0
13032.png,0
13043.png,0
13051.png,0
13052.png,0
13054.png,0
